c,z,attribute,y,uni,z2,value
Sudan,Sudan,Interchange,2034,SouthSudan,SouthSudan,40.45119153
Sudan,Sudan,Interchange,2036,Egypt,Egypt,1236.758402
Sudan,Sudan,Interchange,2036,Ethiopia,Ethiopia,3.433881265
Sudan,Sudan,Interchange,2036,SouthSudan,SouthSudan,39.21806738
Sudan,Sudan,Interchange,2038,Egypt,Egypt,1468.460007
Sudan,Sudan,Interchange,2038,Ethiopia,Ethiopia,4.724616391
Sudan,Sudan,Interchange,2038,SouthSudan,SouthSudan,38.064
Sudan,Sudan,Interchange,2040,Egypt,Egypt,1536.731097
Sudan,Sudan,Interchange,2040,Ethiopia,Ethiopia,5.460664775
Sudan,Sudan,Interchange,2040,SouthSudan,SouthSudan,42.756
Sudan,Sudan,InterconUtilization,2026,Egypt,Egypt,0.265478105
Sudan,Sudan,InterconUtilization,2026,SouthSudan,SouthSudan,0.930821918
Sudan,Sudan,InterconUtilization,2028,Egypt,Egypt,0.376587056
Sudan,Sudan,InterconUtilization,2028,SouthSudan,SouthSudan,0.375608292
Sudan,Sudan,InterconUtilization,2030,Egypt,Egypt,0.365833431
Sudan,Sudan,InterconUtilization,2030,SouthSudan,SouthSudan,0.504739802
Sudan,Sudan,InterconUtilization,2032,Egypt,Egypt,0.386806771
Sudan,Sudan,InterconUtilization,2032,SouthSudan,SouthSudan,0.504328668
Sudan,Sudan,InterconUtilization,2034,Egypt,Egypt,0.409802332
Sudan,Sudan,InterconUtilization,2034,SouthSudan,SouthSudan,0.384809661
Sudan,Sudan,InterconUtilization,2036,Egypt,Egypt,0.47060822
Sudan,Sudan,InterconUtilization,2036,Ethiopia,Ethiopia,0.001633315
Sudan,Sudan,InterconUtilization,2036,SouthSudan,SouthSudan,0.373079028
Sudan,Sudan,InterconUtilization,2038,Egypt,Egypt,0.558774736
Sudan,Sudan,InterconUtilization,2038,Ethiopia,Ethiopia,0.002247249
Sudan,Sudan,InterconUtilization,2038,SouthSudan,SouthSudan,0.362100457
Sudan,Sudan,InterconUtilization,2040,Egypt,Egypt,0.584753081
Sudan,Sudan,InterconUtilization,2040,Ethiopia,Ethiopia,0.002597348
Sudan,Sudan,InterconUtilization,2040,SouthSudan,SouthSudan,0.40673516
Sudan,Sudan,NetImport,2026,Egypt,Egypt,-0.697676461
Sudan,Sudan,NetImport,2026,SouthSudan,SouthSudan,-0.097848
Sudan,Sudan,NetImport,2028,Egypt,Egypt,-0.989670783
Sudan,Sudan,NetImport,2028,SouthSudan,SouthSudan,-0.039483944
Sudan,Sudan,NetImport,2030,Egypt,Egypt,-0.961410258
Sudan,Sudan,NetImport,2030,SouthSudan,SouthSudan,-0.053058248
Sudan,Sudan,NetImport,2032,Egypt,Egypt,-1.016528194
Sudan,Sudan,NetImport,2032,SouthSudan,SouthSudan,-0.05301503
Sudan,Sudan,NetImport,2034,Egypt,Egypt,-1.076960528
Sudan,Sudan,NetImport,2034,SouthSudan,SouthSudan,-0.040451192
Sudan,Sudan,NetImport,2036,Egypt,Egypt,-1.236758402
Sudan,Sudan,NetImport,2036,Ethiopia,Ethiopia,-0.003433881
Sudan,Sudan,NetImport,2036,SouthSudan,SouthSudan,-0.039218067
Sudan,Sudan,NetImport,2038,Egypt,Egypt,-1.468460007
Sudan,Sudan,NetImport,2038,Ethiopia,Ethiopia,-0.004724616
Sudan,Sudan,NetImport,2038,SouthSudan,SouthSudan,-0.038064
Sudan,Sudan,NetImport,2040,Egypt,Egypt,-1.536731097
Sudan,Sudan,NetImport,2040,Ethiopia,Ethiopia,-0.005460665
Sudan,Sudan,NetImport,2040,SouthSudan,SouthSudan,-0.042756
Sudan,Sudan,TransmissionCapacity,2026,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2026,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2026,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2028,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2028,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2028,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2030,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2030,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2030,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2032,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2032,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2032,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2034,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2034,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2034,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2036,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2036,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2036,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2038,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2038,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2038,SouthSudan,SouthSudan,12
Sudan,Sudan,TransmissionCapacity,2040,Egypt,Egypt,300
Sudan,Sudan,TransmissionCapacity,2040,Ethiopia,Ethiopia,240
Sudan,Sudan,TransmissionCapacity,2040,SouthSudan,SouthSudan,12
Tanzania,Tanzania,CongestionShare,2026,Uganda,Uganda,0.743721461
Tanzania,Tanzania,CongestionShare,2028,Uganda,Uganda,0.582534247
Tanzania,Tanzania,CongestionShare,2030,Uganda,Uganda,0.673515982
Tanzania,Tanzania,CongestionShare,2032,Uganda,Uganda,0.684931507
Tanzania,Tanzania,CongestionShare,2034,Kenya,Kenya,0.003881279
Tanzania,Tanzania,CongestionShare,2034,Uganda,Uganda,0.750799087
Tanzania,Tanzania,CongestionShare,2036,Kenya,Kenya,0.015639269
Tanzania,Tanzania,CongestionShare,2036,Uganda,Uganda,0.634931507
Tanzania,Tanzania,CongestionShare,2038,Kenya,Kenya,0.019977169
Tanzania,Tanzania,CongestionShare,2038,Uganda,Uganda,0.651940639
Tanzania,Tanzania,CongestionShare,2040,Kenya,Kenya,0.024885845
Tanzania,Tanzania,CongestionShare,2040,Uganda,Uganda,0.652283105
Tanzania,Tanzania,Interchange,2026,Uganda,Uganda,461.7850633
Tanzania,Tanzania,Interchange,2028,Uganda,Uganda,375.8674402
Tanzania,Tanzania,Interchange,2030,Kenya,Kenya,0.023860345
Tanzania,Tanzania,Interchange,2030,Uganda,Uganda,425.5648368
Tanzania,Tanzania,Interchange,2032,Kenya,Kenya,79.85046603
Tanzania,Tanzania,Interchange,2032,Uganda,Uganda,429.0098048
Tanzania,Tanzania,Interchange,2034,Kenya,Kenya,368.5559606
Tanzania,Tanzania,Interchange,2034,Uganda,Uganda,464.1452581
Tanzania,Tanzania,Interchange,2036,Kenya,Kenya,730.5185448
Tanzania,Tanzania,Interchange,2036,Uganda,Uganda,394.6612272
Tanzania,Tanzania,Interchange,2038,Kenya,Kenya,1126.67867
Tanzania,Tanzania,Interchange,2038,Uganda,Uganda,403.583334
Tanzania,Tanzania,Interchange,2040,Kenya,Kenya,1716.845198
Tanzania,Tanzania,Interchange,2040,Uganda,Uganda,405.5528866
Tanzania,Tanzania,InterconUtilization,2026,Uganda,Uganda,0.753074141
Tanzania,Tanzania,InterconUtilization,2028,Uganda,Uganda,0.612960601
Tanzania,Tanzania,InterconUtilization,2030,Kenya,Kenya,1.82E-06
Tanzania,Tanzania,InterconUtilization,2030,Uganda,Uganda,0.694006583
Tanzania,Tanzania,InterconUtilization,2032,Kenya,Kenya,0.0060769
Tanzania,Tanzania,InterconUtilization,2032,Uganda,Uganda,0.6996246
Tanzania,Tanzania,InterconUtilization,2034,Kenya,Kenya,0.028048399
Tanzania,Tanzania,InterconUtilization,2034,Uganda,Uganda,0.756923121
Tanzania,Tanzania,InterconUtilization,2036,Kenya,Kenya,0.055595019
Tanzania,Tanzania,InterconUtilization,2036,Uganda,Uganda,0.643609307
Tanzania,Tanzania,InterconUtilization,2038,Kenya,Kenya,0.085744191
Tanzania,Tanzania,InterconUtilization,2038,Uganda,Uganda,0.658159384
Tanzania,Tanzania,InterconUtilization,2040,Kenya,Kenya,0.13065793
Tanzania,Tanzania,InterconUtilization,2040,Uganda,Uganda,0.661371309
Tanzania,Tanzania,NetImport,2026,Uganda,Uganda,-0.461785063
Tanzania,Tanzania,NetImport,2028,Uganda,Uganda,-0.37586744
Tanzania,Tanzania,NetImport,2030,Kenya,Kenya,-2.39E-05
Tanzania,Tanzania,NetImport,2030,Uganda,Uganda,-0.425564837
Tanzania,Tanzania,NetImport,2032,Kenya,Kenya,-0.079850466
Tanzania,Tanzania,NetImport,2032,Uganda,Uganda,-0.429009805
Tanzania,Tanzania,NetImport,2034,Kenya,Kenya,-0.368555961
Tanzania,Tanzania,NetImport,2034,Uganda,Uganda,-0.464145258
Tanzania,Tanzania,NetImport,2036,Kenya,Kenya,-0.730518545
Tanzania,Tanzania,NetImport,2036,Uganda,Uganda,-0.394661227
Tanzania,Tanzania,NetImport,2038,Kenya,Kenya,-1.12667867
Tanzania,Tanzania,NetImport,2038,Uganda,Uganda,-0.403583334
Tanzania,Tanzania,NetImport,2040,Kenya,Kenya,-1.716845198
Tanzania,Tanzania,NetImport,2040,Uganda,Uganda,-0.405552887
Tanzania,Tanzania,TransmissionCapacity,2026,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2026,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2028,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2028,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2030,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2030,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2032,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2032,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2034,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2034,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2036,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2036,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2038,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2038,Uganda,Uganda,70
Tanzania,Tanzania,TransmissionCapacity,2040,Kenya,Kenya,1500
Tanzania,Tanzania,TransmissionCapacity,2040,Uganda,Uganda,70
Uganda,Uganda,CongestionShare,2026,Rwanda,Rwanda,0.019292237
Uganda,Uganda,CongestionShare,2028,Kenya,Kenya,0.076940639
Uganda,Uganda,CongestionShare,2028,Rwanda,Rwanda,0.007990868
Uganda,Uganda,CongestionShare,2028,Tanzania,Tanzania,0.222716895
Uganda,Uganda,CongestionShare,2030,Kenya,Kenya,0.0293379
Uganda,Uganda,CongestionShare,2030,Tanzania,Tanzania,0.184817352
Uganda,Uganda,CongestionShare,2032,Kenya,Kenya,0.045890411
Uganda,Uganda,CongestionShare,2032,Rwanda,Rwanda,0.000342466
Uganda,Uganda,CongestionShare,2032,Tanzania,Tanzania,0.073173516
Uganda,Uganda,CongestionShare,2034,Kenya,Kenya,0.050684932
Uganda,Uganda,CongestionShare,2034,Rwanda,Rwanda,0.012785388
Uganda,Uganda,CongestionShare,2034,Tanzania,Tanzania,0.084589041
Uganda,Uganda,CongestionShare,2036,Kenya,Kenya,0.178082192
Uganda,Uganda,CongestionShare,2036,Rwanda,Rwanda,0.087899543
Uganda,Uganda,CongestionShare,2036,Tanzania,Tanzania,0.249543379
Uganda,Uganda,CongestionShare,2038,Kenya,Kenya,0.201484018
Uganda,Uganda,CongestionShare,2038,Rwanda,Rwanda,0.353310502
Uganda,Uganda,CongestionShare,2038,Tanzania,Tanzania,0.259817352
Uganda,Uganda,CongestionShare,2040,Kenya,Kenya,0.176369863
Uganda,Uganda,CongestionShare,2040,Rwanda,Rwanda,0.626940639
Uganda,Uganda,CongestionShare,2040,Tanzania,Tanzania,0.21609589
Uganda,Uganda,Interchange,2026,Rwanda,Rwanda,1782.454514
Uganda,Uganda,Interchange,2028,Kenya,Kenya,55.47802075
Uganda,Uganda,Interchange,2028,Rwanda,Rwanda,1174.257964
Uganda,Uganda,Interchange,2028,Tanzania,Tanzania,140.5088637
Uganda,Uganda,Interchange,2030,Kenya,Kenya,24.16603842
Uganda,Uganda,Interchange,2030,Rwanda,Rwanda,739.5567413
Uganda,Uganda,Interchange,2030,Tanzania,Tanzania,121.8417261
Uganda,Uganda,Interchange,2032,Kenya,Kenya,33.75346041
Uganda,Uganda,Interchange,2032,Rwanda,Rwanda,357.2076841
Uganda,Uganda,Interchange,2032,Tanzania,Tanzania,54.17021692
Uganda,Uganda,Interchange,2034,Kenya,Kenya,34.9934597
Uganda,Uganda,Interchange,2034,Rwanda,Rwanda,455.0624742
Uganda,Uganda,Interchange,2034,Tanzania,Tanzania,55.38449141
Uganda,Uganda,Interchange,2036,Kenya,Kenya,118.0252585
Uganda,Uganda,Interchange,2036,Rwanda,Rwanda,1514.022777
Uganda,Uganda,Interchange,2036,Tanzania,Tanzania,159.2218125
Uganda,Uganda,Interchange,2038,Kenya,Kenya,130.5412564
Uganda,Uganda,Interchange,2038,Rwanda,Rwanda,2175.878139
Uganda,Uganda,Interchange,2038,Tanzania,Tanzania,164.9722217
Uganda,Uganda,Interchange,2040,Kenya,Kenya,112.4983087
Uganda,Uganda,Interchange,2040,Rwanda,Rwanda,2561.944081
Uganda,Uganda,Interchange,2040,Tanzania,Tanzania,145.5117165
Uganda,Uganda,InterconUtilization,2026,Rwanda,Rwanda,0.594960651
Uganda,Uganda,InterconUtilization,2028,Kenya,Kenya,0.090472963
Uganda,Uganda,InterconUtilization,2028,Rwanda,Rwanda,0.391952377
Uganda,Uganda,InterconUtilization,2028,Tanzania,Tanzania,0.229140352
Uganda,Uganda,InterconUtilization,2030,Kenya,Kenya,0.039409717
Uganda,Uganda,InterconUtilization,2030,Rwanda,Rwanda,0.246854636
Uganda,Uganda,InterconUtilization,2030,Tanzania,Tanzania,0.198698183
Uganda,Uganda,InterconUtilization,2032,Kenya,Kenya,0.055044782
Uganda,Uganda,InterconUtilization,2032,Rwanda,Rwanda,0.119231383
Uganda,Uganda,InterconUtilization,2032,Tanzania,Tanzania,0.08834021
Uganda,Uganda,InterconUtilization,2034,Kenya,Kenya,0.05706696
Uganda,Uganda,InterconUtilization,2034,Rwanda,Rwanda,0.151894067
Uganda,Uganda,InterconUtilization,2034,Tanzania,Tanzania,0.090320436
Uganda,Uganda,InterconUtilization,2036,Kenya,Kenya,0.192474329
Uganda,Uganda,InterconUtilization,2036,Rwanda,Rwanda,0.505361551
Uganda,Uganda,InterconUtilization,2036,Tanzania,Tanzania,0.259657228
Uganda,Uganda,InterconUtilization,2038,Kenya,Kenya,0.212885284
Uganda,Uganda,InterconUtilization,2038,Rwanda,Rwanda,0.726280454
Uganda,Uganda,InterconUtilization,2038,Tanzania,Tanzania,0.269034934
Uganda,Uganda,InterconUtilization,2040,Kenya,Kenya,0.183461038
Uganda,Uganda,InterconUtilization,2040,Rwanda,Rwanda,0.855144357
Uganda,Uganda,InterconUtilization,2040,Tanzania,Tanzania,0.237298951
Uganda,Uganda,NetImport,2026,Rwanda,Rwanda,-1.782454514
Uganda,Uganda,NetImport,2028,Kenya,Kenya,-0.055478021
Uganda,Uganda,NetImport,2028,Rwanda,Rwanda,-1.174257964
Uganda,Uganda,NetImport,2028,Tanzania,Tanzania,-0.140508864
Uganda,Uganda,NetImport,2030,Kenya,Kenya,-0.024166038
Uganda,Uganda,NetImport,2030,Rwanda,Rwanda,-0.739556741
Uganda,Uganda,NetImport,2030,Tanzania,Tanzania,-0.121841726
Uganda,Uganda,NetImport,2032,Kenya,Kenya,-0.03375346
Uganda,Uganda,NetImport,2032,Rwanda,Rwanda,-0.357207684
Uganda,Uganda,NetImport,2032,Tanzania,Tanzania,-0.054170217
Uganda,Uganda,NetImport,2034,Kenya,Kenya,-0.03499346
Uganda,Uganda,NetImport,2034,Rwanda,Rwanda,-0.455062474
Uganda,Uganda,NetImport,2034,Tanzania,Tanzania,-0.055384491
Uganda,Uganda,NetImport,2036,Kenya,Kenya,-0.118025258
Uganda,Uganda,NetImport,2036,Rwanda,Rwanda,-1.514022777
Uganda,Uganda,NetImport,2036,Tanzania,Tanzania,-0.159221812
Uganda,Uganda,NetImport,2038,Kenya,Kenya,-0.130541256
Uganda,Uganda,NetImport,2038,Rwanda,Rwanda,-2.175878139
Uganda,Uganda,NetImport,2038,Tanzania,Tanzania,-0.164972222
Uganda,Uganda,NetImport,2040,Kenya,Kenya,-0.112498309
Uganda,Uganda,NetImport,2040,Rwanda,Rwanda,-2.561944081
Uganda,Uganda,NetImport,2040,Tanzania,Tanzania,-0.145511716
Uganda,Uganda,TransmissionCapacity,2026,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2026,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2026,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2028,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2028,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2028,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2030,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2030,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2030,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2032,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2032,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2032,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2034,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2034,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2034,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2036,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2036,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2036,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2038,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2038,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2038,Tanzania,Tanzania,70
Uganda,Uganda,TransmissionCapacity,2040,Kenya,Kenya,70
Uganda,Uganda,TransmissionCapacity,2040,Rwanda,Rwanda,342
Uganda,Uganda,TransmissionCapacity,2040,Tanzania,Tanzania,70
